CHROM,MIN_START,MAX_END,AVG_START,AVG_END,AVG_SIZE,AVG_QUAL,SAMPLES_COUNT,SAMPLES_PERCENT,SIZE_STDEV,RSSD,BREAKPOINT_WINDOW,BREAKPOINT_PRECISION,START_BREAKPOINT_CONFIDENCE,END_BREAKPOINT_CONFIDENCE,SOFT_CLIP_SUPPORT,SAMPLES_WITH_BP_EVIDENCE,EVIDENCE_CLUSTERED,START_DEPTH_RATIO,END_DEPTH_RATIO,REPEAT_OVERLAP,REPEAT_OVERLAP_BP,REPEAT_OVERLAP_PERCENT,REPEAT_TYPES,REPEAT_NAMES,REPEAT_FAMILIES,REPEAT_CLASSES,PRIMARY_REPEAT_TYPE,PRIMARY_REPEAT_NAME,PRIMARY_REPEAT_OVERLAP_BP,NUM_REPEAT_ELEMENTS,REPEAT_DENSITY,DISTANCE_TO_NEAREST_REPEAT,PRIMARY_GENE_NAME,PRIMARY_GENE_START,PRIMARY_GENE_END,PRIMARY_GENE_STRAND,PRIMARY_GENE_OVERLAP_BP,PRIMARY_GENE_DISTANCE
NW_024424452.1,57925489,57925743,57925489,57925698,209,9999,10,100,15.01,0.0718,45,0.8500274999999999,0.920745,0.77931,42,3,both,0.105,39.5,Yes,201,98.52941176,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.985294118,0,,,,,0,
NW_024425563.1,9399692,9399960,9399692.1,9399929,236.9,9999,10,100,17,0.0718,34,0.564585,0.770805,0.358365,42,2,both,0.257,1.465,Yes,217,100,Low_complexity;SINE,A-rich;UrsMar-6.1536,tRNA,Low_complexity;SINE,SINE,UrsMar-6.1536,201,3,1,0,,,,,0,
NW_024426885.1,35623059,35623299,35623059.1,35623265,205.9,9999,10,100,14.79,0.0718,34.1,0.6813800000000001,0.8013600000000001,0.5614,41,3,both,0.204,1.2,Yes,191,95.5,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,191,1,0.955,0,,,,,0,
NW_024426774.1,16254254,16254504,16254254,16254464.1,210.1,9999,10,100,15.1,0.0719,39.9,0.7279650000000001,0.7934850000000001,0.6624450000000001,39,2,both,0.138,18.8,Yes,202,99.50738916,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,202,1,0.995073892,0,,,,,0,
NW_024424453.1,17170324,17170601,17170371.7,17170581.3,209.6,9999,10,100,15.09,0.072,67.4,0.780255,0.71904,0.84147,43,4,both,0.483,3.304,Yes,199,99.5,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,199,1,0.995,0,,,,,0,
NW_024425563.1,59884546,59884778,59884546,59884752,206,9999,10,100,14.84,0.072,29.7,0.6727875000000001,0.63,0.7155750000000001,38,2,both,0.278,2.111,Yes,195,100,SINE,MIRc;UrsMar-6.1536,MIR;tRNA,SINE,SINE,UrsMar-6.1536,194,2,1,0,,,,,0,
NW_024427107.1,73337261,73337502,73337261,73337470,209,9999,10,100,15.05,0.072,32,0.8826825,0.8925,0.8728650000000001,39,2,both,0.08,3.346,Yes,194,97,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,194,1,0.97,0,,,,,0,
NW_024424230.1,40684501,40684754,40684501,40684709,208,9999,10,100,15,0.0721,45,0.8086575,0.8229900000000001,0.794325,47,2,both,0.272,2.75,Yes,201,99.01477833,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.990147783,0,,,,,0,
NW_024426885.1,68039412,68039660,68039412,68039615.9,203.9,9999,10,100,14.7,0.0721,44.1,0.39125000000000004,0.6825000000000001,0.1,20,1,start,0.223,,Yes,197,96.56862745,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,197,1,0.965686275,0,,,,,0,
NW_024423344.1,13989762,13990047,13989785.9,13990009.3,223.4,9999,10,100,16.15,0.0723,61.6,0.8068725,0.723135,0.89061,48,2,both,0.119,64,Yes,195,95.58823529,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,195,1,0.955882353,0,,,,,0,
NW_024425675.1,24228256,24228526,24228277.6,24228485,207.4,9999,10,100,14.99,0.0723,62.6,0.7707525000000002,0.6825000000000001,0.8590050000000001,37,1,both,0.52,2.441,Yes,199,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,199,1,1,0,,,,,0,
NW_024423343.1,52298736,52299006,52298772.9,52298977.1,204.2,9999,10,100,14.79,0.0724,65.8,0.7800975000000001,0.6624450000000001,0.89775,37,1,both,0.189,14.857,Yes,197,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,197,1,1,0,,,,,0,
NW_024426230.1,5156954,5157208,5156954.1,5157175.2,221.1,9999,10,100,16.02,0.0725,32.9,0.7932225,0.6825000000000001,0.903945,35,2,both,0.244,6.692,Yes,209,100,SINE;Simple_repeat,(AAAT)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,196,2,1,0,,,,,0,
NW_024424341.1,38536718,38536960,38536718,38536934.3,216.3,9999,10,100,15.7,0.0726,31.4,0.75384,0.82488,0.6828,42,2,both,0.248,0.895,Yes,195,95.58823529,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,195,1,0.955882353,0,,,,,0,
NW_024425119.1,12888046,12888278,12888046,12888245.2,199.2,9999,10,100,14.51,0.0728,32.8,0.78068,0.76,0.8013600000000001,34,2,both,0.953,8.364,Yes,196,98,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,196,1,0.98,0,,,,,0,
NW_024425563.1,76491856,76492117,76491856,76492073.1,217.1,9999,10,100,15.8,0.0728,43.9,0.8219400000000001,0.7875000000000001,0.85638,60,2,both,0.165,13.5,Yes,205,97.61904762,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,205,1,0.976190476,0,,,,,0,
NW_024425563.1,72043595,72043860,72043595,72043819.8,224.8,9999,10,100,16.39,0.0729,40.2,0.774375,0.6825000000000001,0.86625,39,1,both,0.373,13.667,Yes,216,100,SINE;Simple_repeat,(T)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,191,2,1,0,,,,,0,
NW_024423564.1,19794105,19794350,19794114,19794316.7,202.7,9999,10,100,14.8,0.073,42.3,0.67704,0.91077,0.44331000000000004,41,3,both,0.2,22.333,Yes,193,99.48453608,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,193,1,0.994845361,0,,,,,0,
NW_024426552.1,37761237,37761483,37761237,37761438.8,201.8,9999,10,100,14.74,0.073,44.2,0.8106525,0.7875000000000001,0.833805,36,2,both,0.177,1.352,Yes,196,98.98989899,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,196,1,0.98989899,0,,,,,0,
NW_024423343.1,77481766,77482007,77481766,77481972.8,206.8,9999,10,100,15.14,0.0732,34.2,0.8342775,0.770805,0.89775,42,2,both,0.101,4,Yes,197,99.49494949,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,197,1,0.994949495,0,,,,,0,
NW_024423786.1,12189264,12189558,12189267.6,12189516.5,248.9,9999,10,100,18.26,0.0733,45.1,0.7131075000000001,0.6825000000000001,0.7437150000000001,53,3,both,0.182,2.194,Yes,223,94.092827,SINE;Simple_repeat,(A)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,205,2,0.94092827,0,,,,,0,
NW_024423564.1,44744575,44744829,44744575,44744793.2,218.2,9999,10,100,16.02,0.0734,35.8,0.7341500000000001,0.8400000000000001,0.6283,40,2,both,0.173,0.82,Yes,214,100,Low_complexity;SINE,A-rich;UrsMar-6.1536,tRNA,Low_complexity;SINE,SINE,UrsMar-6.1536,200,2,1,0,,,,,0,
NW_024425563.1,31478714,31478957,31478714,31478922.6,208.6,9999,10,100,15.3,0.0734,34.4,0.8133300000000001,0.8508150000000001,0.775845,44,3,both,0.3,3.111,Yes,201,100,LINE;SINE,L1MEd;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,200,2,1,0,,,,,0,
NW_024424452.1,92457121,92457370,92457121,92457325,204,9999,10,100,15,0.0735,45,0.826875,0.7562099999999999,0.89754,62,3,both,0.268,9.111,Yes,188,94.47236181,LINE,UrsMar-1.201,L1,LINE,LINE,UrsMar-1.201,188,1,0.944723618,0,,,,,0,
NW_024424452.1,72074001,72074290,72074047.9,72074287.6,239.7,9999,10,100,17.62,0.0735,49.3,0.8088,0.8196,0.798,35,2,both,1.148,4.357,Yes,223,99.11111111,SINE;Simple_repeat,(T)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,207,2,0.991111111,0,,,,,0,
NW_024425230.1,12802614,12802882,12802634.3,12802839.4,205.1,9999,10,100,15.08,0.0735,62.9,0.7745850000000001,0.6825000000000001,0.86667,36,1,both,0.158,1.386,Yes,198,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,198,1,1,0,,,,,0,
NW_024425230.1,12906083,12906311,12906083,12906278.9,195.9,9999,10,100,14.39,0.0735,32.1,0.837375,0.770805,0.903945,38,2,both,0.082,16.75,Yes,189,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,189,1,1,0,,,,,0,
NW_024425563.1,9956294,9956546,9956302.1,9956512.5,210.4,9999,10,100,15.47,0.0735,41.6,0.892185,0.89775,0.8866200000000001,52,2,both,0.298,1.686,Yes,197,98.5,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,197,1,0.985,0,,,,,0,
NW_024425341.1,32382805,32383064,32382810.4,32383022.5,212.1,9999,10,100,15.58,0.0735,46.9,0.7576275000000001,0.64239,0.8728650000000001,33,1,both,0.097,4.474,Yes,201,99.01477833,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.990147783,0,,,,,0,
NW_024425564.1,26453899,26454133,26453899,26454112.3,213.3,9999,10,100,15.68,0.0735,31.4,0.928085,0.97377,0.8824,38,4,both,0.442,1.029,Yes,196,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,196,1,1,0,,,,,0,
NW_024423344.1,13217816,13218068,13217816,13218039.2,223.2,9999,10,100,16.42,0.0736,32.8,0.807075,0.63576,0.97839,53,3,both,1.415,2,Yes,211,99.06103286,SINE;Simple_repeat,(T)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,197,2,0.990610329,0,,,,,0,
NW_024425675.1,26959273,26959403,26959273,26959379.5,106.5,9999,10,100,7.84,0.0736,23.5,0.48312499999999997,0.86625,0.1,19,3,start,0,,Yes,29,27.10280374,DNA,MER58A,hAT-Charlie,DNA,DNA,MER58A,29,1,0.271028037,0,,,,,0,
NW_024425341.1,16527670,16527922,16527670,16527878.6,208.6,9999,10,100,15.34,0.0736,43.4,0.7016625000000001,0.720825,0.6825000000000001,46,2,both,0.139,1.632,Yes,205,100,LINE;SINE,L1M4;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,201,3,1,0,,,,,0,
NW_024426552.1,22157815,22158069,22157815.1,22158031.1,216,9999,10,100,15.91,0.0736,38,0.769965,0.69825,0.84168,36,2,both,0,3.5,Yes,198,95.65217391,DNA;SINE,Tigger6;UrsMar-6.1536,TcMar-Tigger;tRNA,DNA;SINE,SINE,UrsMar-6.1536,194,2,0.956521739,0,,,,,0,
NW_024424564.1,3894028,3894299,3894042.4,3894258.1,215.7,9999,10,100,15.94,0.0739,55.3,0.6802875,0.7806750000000001,0.5799,43,3,both,0.29,0.807,Yes,202,97.58454106,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,202,1,0.975845411,0,,,,,0,
NW_024425230.1,14882704,14882964,14882718.4,14882930.5,212.1,9999,10,100,15.68,0.0739,47.9,0.8934975000000001,0.868245,0.9187500000000001,45,2,both,0.265,3,Yes,201,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,1,0,,,,,0,
NW_024425119.1,33966383,33966621,33966383,33966586.9,203.9,9999,10,100,15.08,0.074,34.1,0.9074625000000001,0.9171750000000001,0.89775,37,1,both,0.243,1.217,Yes,195,99.48979592,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,195,1,0.994897959,0,,,,,0,
NW_024423564.1,13000052,13000300,13000052,13000272.4,220.4,9999,10,100,16.34,0.0741,32.7,0.83853,0.77931,0.89775,36,2,both,0.144,10.222,Yes,206,100,LINE;SINE,L1M3d;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,201,3,1,0,,,,,0,
NW_024424230.1,5094438,5094636,5094438,5094607.1,169.1,9999,10,100,12.53,0.0741,28.9,0.8490825000000001,0.9500400000000001,0.748125,37,2,both,0.014,77,No,0,0,None,None,None,None,None,None,0,0,0,519,,,,,0,
NW_024426119.1,25715130,25715382,25715147.1,25715351.3,204.2,9999,10,100,15.14,0.0741,47.8,0.9524025,0.97377,0.9310350000000001,36,2,both,0.309,39.5,Yes,195,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,195,1,1,0,,,,,0,
NW_024423344.1,33943000,33943093,33943008.4,33943082.1,73.7,9999,10,100,5.48,0.0743,20,0.1,0.1,0.1,0,0,none,,,No,0,0,None,None,None,None,None,None,0,0,0,103,,,,,0,
NW_024424675.1,17379664,17379862,17379674,17379833,159,9999,10,100,11.82,0.0743,39,0.8104775,0.685755,0.9352,48,2,both,0.115,1.136,Yes,152,96.81528662,DNA;LINE,Charlie4;UrsMar-1.201,L1;hAT-Charlie,DNA;LINE,LINE,UrsMar-1.201,146,2,0.968152866,0,,,,,0,
NW_024425897.1,8625406,8625661,8625406,8625642.1,236.1,9999,10,100,17.54,0.0743,35.1,0.745815,0.6115200000000001,0.88011,34,2,both,0.592,1.538,Yes,215,100,LINE;SINE,L1MEc;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,200,2,1,0,,,,,0,
NW_024426663.1,8224384,8224631,8224384,8224586,202,9999,10,100,15,0.0743,45,0.7787325,0.673365,0.8841,42,2,both,0.18,64,Yes,197,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,197,1,1,0,,,,,0,
NW_024427107.1,35441362,35441629,35441362,35441583.4,221.4,9999,10,100,16.44,0.0743,45.6,0.8366925000000001,0.805665,0.86772,50,2,both,0.32,5.25,Yes,214,100,LINE;SINE,L1MCb;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,199,2,1,0,,,,,0,
NW_024423319.1,88451201,88451462,88451206.5,88451419.2,212.7,9999,10,100,15.86,0.0745,48.3,0.8179500000000001,0.8379000000000001,0.798,40,2,both,0.368,2.114,Yes,201,98.04878049,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.980487805,0,,,,,0,
NW_024424119.1,88260,88515,88272.6,88507.6,235,9999,10,100,17.55,0.0747,35.1,0.6857500000000001,0.756,0.6155,32,5,both,0.259,0.816,Yes,216,100,LINE;SINE,UrsMar-1.201;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,196,2,1,0,,,,,0,
NW_024424453.1,17247926,17248198,17247953,17248164,211,9999,10,100,15.76,0.0747,61,0.7744800000000001,0.773115,0.775845,38,3,both,0.141,3.273,Yes,201,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,1,0,,,,,0,
NW_024424452.1,61332375,61332647,61332390.3,61332614.4,224.1,9999,10,100,16.74,0.0747,47.9,0.8648325000000001,0.8229900000000001,0.9066750000000001,39,2,both,0.026,3.95,Yes,212,100,LINE;SINE,L1MC4a;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,200,2,1,0,,,,,0,
NW_024426552.1,48882785,48882942,48882785,48882913.2,128.2,9999,10,100,9.6,0.0749,28.8,0.7930125,0.78372,0.802305,51,4,both,0,80,Yes,86,68.8,LINE;Simple_repeat,(TA)n;L2a,L2,LINE;Simple_repeat,Simple_repeat,(TA)n,75,2,0.688,0,,,,,0,
NW_024426552.1,51339887,51340150,51339887,51340107.5,220.5,9999,10,100,16.51,0.0749,42.5,0.7402500000000001,0.6825000000000001,0.798,32,1,both,0.11,19.6,Yes,213,100,SINE;Simple_repeat,(T)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,204,2,1,0,,,,,0,
NW_024426996.1,22728439,22728709,22728445.1,22728667.2,222.1,9999,10,100,16.63,0.0749,47.9,0.7370825000000001,0.8728650000000001,0.6013,40,2,both,0.247,1,Yes,210,93.33333333,LINE;SINE,L1MB7;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,197,2,0.933333333,0,,,,,0,
NW_024423344.1,38238850,38239122,38238859.1,38239074.3,215.2,9999,10,100,16.13,0.075,56.8,0.8017799999999999,0.9234749999999999,0.680085,37,2,both,0.243,5.917,Yes,208,100,LINE;SINE,UrsMar-1.201;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,201,2,1,0,,,,,0,
NW_024424119.1,39087077,39087273,39087098.2,39087245.4,147.2,9999,10,100,11.04,0.075,48.8,0.39124250000000005,0.37768500000000005,0.4048,32,9,both,0.644,1.179,No,0,0,None,None,None,None,None,None,0,0,0,225,,,,,0,
NW_024423344.1,13305778,13306054,13305800.5,13306013.3,212.8,9999,10,100,16.01,0.0752,63.2,0.6950000000000001,0.76,0.63,38,1,both,1.136,3.344,Yes,209,100,LINE;SINE,L1MD1;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,197,3,1,0,,,,,0,
NW_024423564.1,12679167,12679421,12679167,12679374.2,207.2,9999,10,100,15.6,0.0753,46.8,0.800625,0.853125,0.748125,48,2,both,0.383,1.771,Yes,202,100,LINE;SINE,L1MCc;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,199,2,1,0,,,,,0,
NW_024424564.1,24128454,24128700,24128455.8,24128665.8,210,9999,10,100,15.81,0.0753,36,0.6426000000000001,0.6027,0.6825000000000001,41,3,both,0.182,10.875,Yes,199,98.51485149,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,199,1,0.985148515,0,,,,,0,
NW_024424786.1,10671535,10671780,10671535,10671741.3,206.3,9999,10,100,15.52,0.0753,38.7,0.73584,0.63,0.84168,36,1,both,0.216,84,Yes,198,100,LINE;SINE,L1MC1;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,197,2,1,0,,,,,0,
NW_024426552.1,22181583,22181836,22181583,22181809.7,226.7,9999,10,100,17.06,0.0753,34.1,0.8379000000000001,0.8778,0.798,55,2,both,0.247,2.868,Yes,201,95.26066351,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.952606635,0,,,,,0,
NW_024426663.1,57870925,57871174,57870925,57871138.9,213.9,9999,10,100,16.11,0.0753,35.1,0.8270850000000001,0.9310350000000001,0.723135,35,2,both,0.333,2.412,Yes,206,100,LINE;SINE,L1ME2;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,199,2,1,0,,,,,0,
NW_024424453.1,52638683,52638963,52638683,52638930,247,9999,10,100,18.62,0.0754,37.2,0.9238950000000001,0.89775,0.9500400000000001,41,2,both,0.548,8.778,Yes,232,99.57081545,LINE,UrsMar-1.201,L1,LINE,LINE,UrsMar-1.201,232,1,0.995708155,0,,,,,0,
NW_024427107.1,25586432,25586689,25586432,25586643.9,211.9,9999,10,100,15.98,0.0754,45.1,0.7505925,0.6433350000000001,0.85785,54,2,both,0.256,2.444,Yes,200,98.03921569,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,200,1,0.980392157,0,,,,,0,
NW_024424230.1,30044761,30045012,30044761,30044975,214,9999,10,100,16.17,0.0756,37,0.8375325,0.8312849999999999,0.84378,49,2,both,0.653,3.815,Yes,204,100,Low_complexity;SINE,A-rich;UrsMar-6.1536,tRNA,Low_complexity;SINE,SINE,UrsMar-6.1536,199,2,1,0,,,,,0,
NW_024424564.1,11852981,11853248,11853002.6,11853209.4,206.8,9999,10,100,15.64,0.0756,60.2,0.8816325,0.8749650000000001,0.8883,52,2,both,0.309,4.938,Yes,199,100,SINE,MIR;UrsMar-6.1536,MIR;tRNA,SINE,SINE,UrsMar-6.1536,198,2,1,0,,,,,0,
NW_024423786.1,4704162,4704397,4704162,4704369.9,207.9,9999,10,100,15.73,0.0757,31.5,0.5341375,0.7269150000000001,0.34136000000000005,41,3,both,0.637,0.705,Yes,201,100,DNA;SINE,Eutr11;UrsMar-6.1536,tRNA,DNA;SINE,SINE,UrsMar-6.1536,196,3,1,0,,,,,0,
NW_024423453.1,51742806,51743058,51742806.7,51743012.7,206,9999,10,100,15.59,0.0757,46,0.8416800000000001,0.8728650000000001,0.8104950000000001,44,2,both,0.162,3.87,Yes,201,99.01477833,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.990147783,0,,,,,0,
NW_024424230.1,49323646,49323884,49323646,49323842.7,196.7,9999,10,100,14.89,0.0757,41.3,0.6963600000000001,0.748125,0.644595,38,1,both,0.603,1.25,Yes,163,85.34031414,LINE,L1MB8;UrsMar-1.201,L1,LINE,LINE,UrsMar-1.201,160,2,0.853403141,0,,,,,0,
NW_024424452.1,69716657,69716905,69716657,69716859.1,202.1,9999,10,100,15.3,0.0757,45.9,0.7920675000000001,0.6825000000000001,0.9016350000000001,46,2,both,0.127,12.286,Yes,197,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,197,1,1,0,,,,,0,
NW_024425119.1,10853712,10854026,10853712,10853989.2,277.2,9999,10,100,21.05,0.0759,42.1,0.5617500000000001,0.441,0.6825000000000001,46,3,both,0.353,4.667,Yes,25,9.578544061,Simple_repeat,(ATAA)n,None,Simple_repeat,Simple_repeat,(ATAA)n,25,1,0.095785441,0,,,,,0,
NW_024425675.1,23509968,23510224,23509968,23510178.8,210.8,9999,10,100,16.02,0.076,45.2,0.365,0.63,0.1,17,1,start,0.189,,Yes,211,100,SINE;Simple_repeat,(TTATT)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,199,3,1,0,,,,,0,
NW_024426885.1,45770490,45770709,45770508.6,45770697.7,189.1,9999,10,100,14.38,0.0761,29.9,0.800625,0.8925,0.7087500000000001,26,7,both,0.269,3.25,No,0,0,None,None,None,None,None,None,0,0,0,136,,,,,0,
NW_024423343.1,66302613,66302859,66302613,66302824.7,211.7,9999,10,100,16.12,0.0762,34.3,0.8471925,0.723135,0.9712500000000001,39,3,both,0.145,2.606,Yes,200,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,200,1,1,0,,,,,0,
NW_024423343.1,96471996,96472233,96471996,96472188.9,192.9,9999,10,100,14.7,0.0762,44.1,0.81459,0.7875000000000001,0.84168,36,2,both,0.036,26.5,Yes,188,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,188,1,1,0,,,,,0,
NW_024425008.1,45119925,45120172,45119925,45120133.8,208.8,9999,10,100,15.92,0.0762,38.2,0.7686525000000001,0.9450000000000001,0.5923050000000001,35,2,both,0.091,3.812,Yes,201,100,DNA;SINE,MirAng-1.101;UrsMar-6.1536,TcMar-Tigger;tRNA,DNA;SINE,SINE,UrsMar-6.1536,200,2,1,0,,,,,0,
NW_024426552.1,81431762,81432004,81431762,81431972,210,9999,10,100,16,0.0762,32,0.8659874999999999,0.8312849999999999,0.90069,59,3,both,0.348,2.7,Yes,201,99.5049505,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.995049505,0,,,,,0,
NW_024423564.1,33296076,33296359,33296104.3,33296319,214.7,9999,10,100,16.39,0.0763,68.3,0.7687050000000001,0.6707400000000001,0.86667,49,2,both,0.086,47,Yes,197,98.00995025,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,197,1,0.980099502,0,,,,,0,
NW_024423343.1,47378620,47378869,47378620,47378835.9,215.9,9999,10,100,16.48,0.0763,33.1,0.7444500000000001,0.723135,0.765765,49,2,both,0.195,2.217,Yes,206,100,LINE;SINE,L1MC5a;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,199,3,1,0,,,,,0,
NW_024423344.1,32203909,32204178,32203909,32204138.7,229.7,9999,10,100,17.52,0.0763,39.3,0.822675,0.85785,0.7875000000000001,44,2,both,0.239,7.214,Yes,201,90.95022624,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.909502262,0,,,,,0,
NW_024425563.1,62573033,62573322,62573069.9,62573285.1,215.2,9999,10,100,16.42,0.0763,73.8,0.7775775,0.70413,0.851025,42,4,both,0.247,2.103,Yes,201,97.10144928,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.971014493,0,,,,,0,
NW_024425452.1,1535248,1535497,1535249.7,1535457.1,207.4,9999,10,100,15.82,0.0763,41.6,0.67872,0.618555,0.738885,59,2,both,0.041,9.364,Yes,198,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,198,1,1,0,,,,,0,
NW_024426119.1,9163505,9163773,9163535.6,9163745.2,209.6,9999,10,100,15.98,0.0763,58.4,0.7859775,0.6825000000000001,0.889455,53,2,both,0.168,30.5,Yes,195,98.98477157,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,195,1,0.989847716,0,,,,,0,
NW_024427107.1,54569087,54569204,54569087,54569188.6,101.6,9999,10,100,7.75,0.0763,20,0.650895,0.7583099999999999,0.54348,44,2,both,0.716,1.205,Yes,101,100,Simple_repeat,(AGAA)n;(GAAG)n,None,Simple_repeat,Simple_repeat,(AGAA)n,59,2,1,0,,,,,0,
NW_024424341.1,18382505,18382734,18382505,18382700.1,195.1,9999,10,100,14.91,0.0764,33.9,0.812595,0.773115,0.852075,44,2,both,0.029,18.5,No,0,0,None,None,None,None,None,None,0,0,0,29,,,,,0,
NW_024424341.1,54903541,54903803,54903541.4,54903771.3,229.9,9999,10,100,17.58,0.0764,35.2,0.5980275,0.35437500000000005,0.84168,48,2,both,0.472,17.6,Yes,212,97.69585253,SINE;Simple_repeat,(AT)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,195,2,0.976958525,0,,,,,0,
NW_024423319.1,47823735,47824002,47823735.6,47823966,230.4,9999,10,100,17.63,0.0765,36.6,0.86982,0.9376500000000001,0.8019900000000001,41,2,both,0.253,13.167,Yes,220,100,LINE;SINE,UrsMar-5.1186;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,194,3,1,0,,,,,0,
NW_024424008.1,16144805,16145043,16144832.4,16145009.6,177.2,9999,10,100,13.55,0.0765,60.8,0.6536775,0.761355,0.546,42,6,both,0.663,40,Yes,191,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,191,1,1,0,,,,,0,
