CHROM,MIN_START,MAX_END,AVG_START,AVG_END,AVG_SIZE,AVG_QUAL,SAMPLES_COUNT,SAMPLES_PERCENT,SIZE_STDEV,RSSD,BREAKPOINT_WINDOW,BREAKPOINT_PRECISION,START_BREAKPOINT_CONFIDENCE,END_BREAKPOINT_CONFIDENCE,SOFT_CLIP_SUPPORT,SAMPLES_WITH_BP_EVIDENCE,EVIDENCE_CLUSTERED,START_DEPTH_RATIO,END_DEPTH_RATIO,REPEAT_OVERLAP,REPEAT_OVERLAP_BP,REPEAT_OVERLAP_PERCENT,REPEAT_TYPES,REPEAT_NAMES,REPEAT_FAMILIES,REPEAT_CLASSES,PRIMARY_REPEAT_TYPE,PRIMARY_REPEAT_NAME,PRIMARY_REPEAT_OVERLAP_BP,NUM_REPEAT_ELEMENTS,REPEAT_DENSITY,DISTANCE_TO_NEAREST_REPEAT,PRIMARY_GENE_NAME,PRIMARY_GENE_START,PRIMARY_GENE_END,PRIMARY_GENE_STRAND,PRIMARY_GENE_OVERLAP_BP,PRIMARY_GENE_DISTANCE
NW_026622852.1,36968299,36968498,36968329.8,36968452.4,122.5,8483.23,13,100,18.85,0.1539,76.5,0.60625,0.7167,0.4958,35,10,both,1.074,0.927,Yes,115,100,Simple_repeat,(CA)n,None,Simple_repeat,Simple_repeat,(CA)n,115,1,1,0,,,,,0,
NW_026622764.1,46747679,46747758,46747679,46747727.8,48.8,8482.77,13,100,8.74,0.1791,30.2,0.42619999999999997,0.7524,0.1,17,8,start,0.909,,Yes,34,100,Simple_repeat,(TA)n,None,Simple_repeat,Simple_repeat,(TA)n,34,1,1,0,,,,,0,
NW_026622763.1,5627397,5628219,5627409.3,5628145.2,735.9,8482.23,13,100,35.49,0.0482,86.1,0.7618400000000001,0.7933800000000001,0.7303,34,6,both,0.793,0.84,Yes,757,102.8532609,LINE,AilMel-5.28;L1MCa_5end,L1,LINE,LINE,AilMel-5.28,358,3,1.028532609,0,,,,,0,
NW_026623089.1,63328287,63328522,63328287.5,63328470.8,183.3,8482.15,13,100,34.27,0.187,68.5,0.71575,0.63,0.8015,39,9,both,0.918,1.16,Yes,158,96.93251534,LINE,AilMel-5.28,L1,LINE,LINE,AilMel-5.28,158,1,0.969325153,0,,,,,0,
NC_079873.1,76894388,76894632,76894428.4,76894597.3,168.9,8481.92,13,100,19.88,0.1177,75.1,0.56675,0.5102,0.6233,44,2,both,1.019,1.184,Yes,180,100,Simple_repeat,(GAA)n,None,Simple_repeat,Simple_repeat,(GAA)n,180,1,1,0,,,,,0,
NW_026622852.1,20193215,20193259,20193215.2,20193258.2,42.9,8481.77,13,100,0.62,0.0143,20,0.5519725,0.4667,0.6372450000000001,36,3,both,1.017,1.351,Yes,63,100,SINE;Simple_repeat,(GC)n;(GT)n;MIRc,MIR,SINE;Simple_repeat,Simple_repeat,(GT)n,38,3,1,0,,,,,0,
NC_079873.1,76854433,76854670,76854458,76854670,212,8481.46,13,100,14.51,0.0684,29,0.7484500000000001,0.8386,0.6583,37,7,both,1.049,0.821,Yes,203,98.54368932,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,203,1,0.985436893,0,,,,,0,
NC_079873.1,72301897,72302159,72301899.8,72302143.6,243.8,8481,13,100,6.35,0.026,20,0.5911,0.6744,0.5078,32,7,both,0.811,0.949,Yes,236,100,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,236,1,1,0,,,,,0,
NW_026622874.1,37521980,37522459,37522010.6,37522431.7,421.1,8480.85,13,100,40.66,0.0966,81.3,0.7249,0.8036,0.6462,31,7,both,1.148,1,Yes,221,53.51089588,SINE,AilMel-5.25;AilMel-5.756,tRNA,SINE,SINE,AilMel-5.25,135,2,0.535108959,0,,,,,0,
NW_026623111.1,69735871,69736012,69735871,69736011.2,140.2,8480,13,100,0.58,0.0041,20,0.43965,0.1,0.7793,23,4,end,,1.2,Yes,140,100,LINE;SINE;Simple_repeat,(TA)n;L1MEc_5end;OdoRos-1.19,L1;tRNA,LINE;SINE;Simple_repeat,LINE,L1MEc_5end,98,3,1,0,,,,,0,
NW_026623067.1,73390606,73390919,73390618.5,73390892.4,273.8,8479.77,13,100,12.21,0.0446,39.2,0.6064499999999999,0.5376,0.6753,37,3,both,0.926,0.925,Yes,270,97.47292419,LINE,AilMel-1.74;AilMel-5.1023,L1,LINE,LINE,AilMel-5.1023,266,2,0.974729242,0,,,,,0,
NW_026622763.1,23417765,23418011,23417793.1,23418005.1,212,8479.77,13,100,20.58,0.0971,41.2,0.7985775,0.63,0.9671550000000001,39,5,both,0.775,1.224,Yes,204,80.95238095,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,204,1,0.80952381,0,,,,,0,
NC_079873.1,100622558,100622818,100622563.8,100622771.4,207.6,8479.08,13,100,8.97,0.0432,52.4,0.48708000000000007,0.5241600000000001,0.45,34,2,both,1.303,0.822,Yes,212,100,LINE;SINE,AilMel-5.25;AilMel-5.28,L1;tRNA,LINE;SINE,SINE,AilMel-5.25,196,3,1,0,,,,,0,
NC_079873.1,70052286,70056496,70052320.7,70056429.5,4108.8,8478.77,13,100,23.97,0.0058,101.2,0.642,0.6947,0.5893,44,11,both,0.992,1,Yes,4088,99.65870307,LINE;SINE;Simple_repeat,(CA)n;AilMel-1.74;AilMel-5.756;LycPic-1.155;PanPar-5.576,L1;tRNA,LINE;SINE;Simple_repeat,LINE,AilMel-1.74,2531,6,0.996587031,0,,,,,0,
NC_079873.1,72126426,72126668,72126443.8,72126634.5,190.7,8478.38,13,100,19.76,0.1036,51.3,0.6769000000000001,0.75,0.6038,35,7,both,0.948,0.951,Yes,138,100,SINE,AilMel-5.25,tRNA,SINE,SINE,AilMel-5.25,138,1,1,0,,,,,0,
NW_026622786.1,49846936,49846986,49846936,49846977,41,8478,13,100,2.63,0.0642,20,0.5833999999999999,0.3842,0.7826,42,5,both,0.928,1.073,Yes,38,100,LINE,UrsMar-1.201,L1,LINE,LINE,UrsMar-1.201,38,1,1,0,,,,,0,
NW_026622797.1,54317846,54317888,54317846.7,54317887.5,40.8,8477.62,13,100,0.8,0.0196,20,0.7399875,0.9358650000000001,0.54411,45,7,both,0.407,3.111,Yes,41,100,SINE;Simple_repeat,(TA)n;VulLag-1.1,tRNA,SINE;Simple_repeat,Simple_repeat,(TA)n,32,2,1,0,,,,,0,
NW_026622775.1,43403466,43403679,43403470.6,43403667.3,196.7,8477.31,13,100,11.48,0.0584,23,0.481025,0.1,0.86205,23,5,end,,1.317,Yes,176,88.44221106,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,176,1,0.884422111,0,,,,,0,
NW_026622808.1,30266556,30268030,30266649.5,30268010.7,1361.2,8476.92,13,100,21.73,0.016,112.8,0.5975,0.536,0.659,39,2,both,1.109,0.824,Yes,1392,100,Simple_repeat,(TCTA)n,None,Simple_repeat,Simple_repeat,(TCTA)n,1392,1,1,0,,,,,0,
NW_026622830.1,20039574,20040032,20039626.8,20040003.5,376.7,8474.31,13,100,30.91,0.0821,81.3,0.4787,0.5082,0.4492,32,4,both,0.959,0.974,No,0,0,None,None,None,None,None,None,0,0,0,266,,,,,0,
NW_026623050.1,11053216,11053552,11053240.9,11053515.2,274.2,8473.62,13,100,17.59,0.0641,61.8,0.5347999999999999,0.7298,0.3398,38,5,both,1.048,1.176,No,0,0,None,None,None,None,None,None,0,0,0,1369,,,,,0,
NW_026623008.1,2701417,2701659,2701451.6,2701615.2,163.5,8472.62,13,100,19.11,0.1168,78.5,0.7538675,0.7762,0.731535,36,6,both,0.848,1.23,No,0,0,None,None,None,None,None,None,0,0,0,981,,,,,0,
NW_026622986.1,27746444,27748979,27746535.6,27748759.2,2223.6,8133.62,13,100,29.57,0.0133,311.4,0.74665,0.74,0.7533,40,4,both,1.01,1.073,Yes,2155,96.50694133,LINE;LTR,ERVL16A-int;L1ME3A_3end;LTR16B2;PanPar-5.576,ERVL;L1,LINE;LTR,LTR,ERVL16A-int,852,4,0.965069413,0,,,,,0,
NW_026622841.1,38225858,38226678,38225921.2,38226419.1,497.9,8131.94,13,100,15.34,0.0308,322.1,0.6545,0.6958,0.6132,43,5,both,0.989,1.073,Yes,673,92.9558011,LINE;SINE,AilFul-1.12;AilMel-5.28,L1;tRNA,LINE;SINE,LINE,AilMel-5.28,504,2,0.929558011,0,,,,,0,
NW_026622764.1,49267556,49268068,49267618.5,49267857.8,239.3,8131.69,13,100,35.21,0.1471,272.7,0.58307,0.54832,0.61782,37,8,both,1.207,1.256,Yes,216,90,SINE;Simple_repeat,(TTA)n;AilMel-5.756,tRNA,SINE;Simple_repeat,SINE,AilMel-5.756,204,2,0.9,0,,,,,0,
NW_026622985.1,71748372,71753996,71748456.8,71753780.2,5323.5,8131.31,13,100,33.4,0.0063,300.5,0.66735,0.7647,0.57,32,4,both,0.971,1.164,Yes,1397,26.54379631,DNA;SINE;Simple_repeat,(TC)n;AilMel-1.18;AilMel-5.25;AilMel-5.756;Charlie5;ZalCal-1.3,hAT-Charlie;tRNA,DNA;SINE;Simple_repeat,SINE,ZalCal-1.3,217,9,0.265437963,0,,,,,0,
NC_079873.1,76078655,76079353,76078717.2,76079141.9,424.7,8130.94,13,100,28.95,0.0682,273.3,0.501235,0.35,0.65247,22,5,both,0.95,1.421,Yes,412,100,LINE;Simple_repeat,(AT)n;L1ME3D_3end,L1,LINE;Simple_repeat,LINE,L1ME3D_3end,294,3,1,0,,,,,0,
NW_026622875.1,192854,193485,192920.1,193246.1,326,8130.75,13,100,22.05,0.0676,305,0.5436,0.4688,0.6184,27,5,end,0.849,1.065,Yes,281,101.4440433,LINE,PanTig-6.163;VulLag-6.460,L1,LINE,LINE,VulLag-6.460,159,2,1.014440433,0,,,,,0,
NC_079873.1,58409248,58410660,58409299.1,58410420.3,1121.3,8013.73,13,100,18.44,0.0164,290.7,0.6299999999999999,0.7,0.5599999999999999,32,3,both,1.161,0.769,Yes,976,88.32579186,LINE;SINE,AilMel-5.756;L1M3d_5end;PanPar-5.1061,L1;tRNA,LINE;SINE,LINE,PanPar-5.1061,531,4,0.883257919,0,,,,,0,
NW_026622963.1,26280342,26281620,26280455.6,26281593.8,1138.2,7726.23,13,100,42.4,0.0373,139.8,0.6683,0.5916,0.745,39,8,both,1.154,1.019,Yes,76,6.440677966,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,76,1,0.06440678,0,,,,,0,
NC_079873.1,36300957,36301060,36300957,36301035.4,78.4,7725.38,13,100,7.15,0.0913,24.6,0.6244000000000001,0.6017,0.6471,49,6,both,0.895,0.953,Yes,77,100,LINE,L1MD_orf2,L1,LINE,LINE,L1MD_orf2,77,1,1,0,,,,,0,
NW_026622886.1,33343149,33343487,33343216.8,33343442,225.2,7723.23,13,100,38.45,0.1707,112.8,0.54315,0.602,0.4843,42,8,both,0.835,0.989,Yes,197,100,LINE;SINE,AilMel-5.756;L1MEf_5end,L1;tRNA,LINE;SINE,SINE,AilMel-5.756,133,2,1,0,,,,,0,
NW_026623111.1,49037833,49038061,49037855.4,49038037.5,182.2,7722.23,13,100,31.57,0.1733,63.1,0.6565325,0.6271,0.685965,35,6,both,0.863,2.643,Yes,187,88.20754717,Simple_repeat,(TCCTT)n,None,Simple_repeat,Simple_repeat,(TCCTT)n,187,1,0.882075472,0,,,,,0,
NW_026623067.1,11434718,11435014,11434718,11434953.1,235.1,7721.62,13,100,17.59,0.0748,60.9,0.74,0.715,0.765,31,7,both,0.951,0.969,Yes,287,105.904059,LINE,AilMel-1.82;L1M5_orf2;PanTig-4.219,L1,LINE,LINE,AilMel-1.82,144,3,1.05904059,0,,,,,0,
NC_079873.1,49708462,49708771,49708495.2,49708722.1,226.8,7718.23,13,100,27.82,0.1226,82.2,0.6496500000000001,0.63,0.6693,41,4,both,1.133,0.977,No,0,0,None,None,None,None,None,None,0,0,0,1948,,,,,0,
NW_026622985.1,2311398,2311635,2311431.7,2311617.6,185.9,7715.85,13,100,13.58,0.073,51.1,0.8716999999999999,0.8542,0.8892,48,9,both,0.918,1.125,Yes,137,78.73563218,LINE,PanPar-5.576,L1,LINE,LINE,PanPar-5.576,137,1,0.787356322,0,,,,,0,
NC_079873.1,47927704,47928053,47927785.2,47927994.3,209.2,7714.62,13,100,40.53,0.1938,139.8,0.5900000000000001,0.6000000000000001,0.58,30,7,both,1.301,0.931,Yes,148,100,LINE;SINE,AilMel-5.28;AilMel-5.756,L1;tRNA,LINE;SINE,SINE,AilMel-5.756,146,2,1,0,,,,,0,
NW_026622897.1,35278639,35278806,35278661.2,35278786.7,125.5,7714.15,13,100,24.77,0.1974,49.5,0.5832075,0.855855,0.31056,39,3,both,0.544,0.694,Yes,91,100,Simple_repeat,A-rich,None,Simple_repeat,Simple_repeat,A-rich,91,1,1,0,,,,,0,
NC_079873.1,9484916,9485130,9484916,9485111.3,195.3,7711.31,13,100,5.43,0.0278,20,0.87075,0.8526,0.8889,37,6,both,0.844,0.844,Yes,188,100,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,188,1,1,0,,,,,0,
NW_026622863.1,20281635,20288347,20281711.7,20288125.4,6413.6,7660.35,13,100,18.17,0.0028,298.4,0.6807000000000001,0.6467,0.7147,32,5,both,1.158,0.973,Yes,6375,99.95296331,LINE;SINE,AilMel-5.25;AilMel-5.28,L1;tRNA,LINE;SINE,LINE,AilMel-5.28,5148,3,0.999529633,0,,,,,0,
NW_026623089.1,59174856,59175805,59174936.2,59175588,651.8,7660,13,100,24.53,0.0376,297.2,0.5431900000000001,0.6375,0.44888000000000006,34,3,both,0.932,0.621,Yes,665,99.40209268,LINE,AilMel-5.28,L1,LINE,LINE,AilMel-5.28,665,1,0.994020927,0,,,,,0,
NW_026623067.1,66447872,66448511,66447948.4,66448288.6,340.2,7658.65,13,100,29.09,0.0855,298.8,0.65565,0.585,0.7263,39,3,both,1.029,0.925,Yes,243,90.67164179,LINE;Simple_repeat,(T)n;CryFer-6.1378,L1,LINE;Simple_repeat,LINE,CryFer-6.1378,175,3,0.906716418,0,,,,,0,
NW_026622764.1,38538109,38538695,38538183.2,38538497.1,313.9,7657.94,13,100,34.73,0.1106,272.1,0.5799000000000001,0.5833,0.5765,32,3,both,0.842,0.92,Yes,86,16.99604743,SINE,AilMel-1.18,tRNA,SINE,SINE,AilMel-1.18,86,1,0.169960474,0,,,,,0,
NW_026622941.1,10210328,10211102,10210406.9,10210889.8,482.9,7656.47,13,100,33.25,0.0689,291.1,0.61595,0.5444,0.6875,25,5,both,0.906,1.024,Yes,196,44.04494382,SINE;Simple_repeat,(GAT)n;AilFul-1.3,tRNA,SINE;Simple_repeat,SINE,AilFul-1.3,175,2,0.440449438,0,,,,,0,
NW_026622775.1,64445053,64451616,64445140.7,64451390.3,6249.6,7656.29,13,100,20.8,0.0033,313.4,0.606,0.472,0.74,35,4,both,1.456,1,Yes,6224,99.40904009,DNA;LINE;SINE,AilMel-1.74;AilMel-5.25;Looper,L1;PiggyBac;tRNA,DNA;LINE;SINE,LINE,AilMel-1.74,5190,4,0.994090401,0,,,,,0,
NW_026622819.1,30920927,30921659,30921003.4,30921448.6,445.2,7656.12,13,100,25.77,0.0579,286.8,0.685,0.5,0.87,22,5,end,0.947,1.192,Yes,439,90.32921811,DNA,MER20;MER33;MER5B,hAT-Charlie,DNA,DNA,MER20,216,3,0.903292181,0,,,,,0,
NW_026622941.1,8072111,8072794,8072188.7,8072577.3,388.6,7655.94,13,100,25,0.0643,294.4,0.6841999999999999,0.7419,0.6265,38,5,both,0.87,0.829,Yes,303,100,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,303,1,1,0,,,,,0,
NW_026622974.1,1886033,1886651,1886126.8,1886406.4,279.6,7516.5,13,100,23.49,0.084,338.4,0.41255,0.4032,0.4219,31,1,start,1.233,0.936,No,0,0,None,None,None,None,None,None,0,0,0,10427,,,,,0,
NW_026622764.1,74455197,74455986,74455274.3,74455754.1,479.8,7514.44,13,100,25.29,0.0527,309.2,0.7044975,0.612465,0.7965300000000001,44,6,both,0.731,1.224,Yes,487,99.59100204,LINE;Simple_repeat,(AT)n;LepWed-4.26,L1,LINE;Simple_repeat,LINE,LepWed-4.26,403,3,0.99591002,0,,,,,0,
NC_079873.1,46682111,46704313,46682173.3,46704075.1,21901.8,7353.2,13,100,22.69,0.001,300.2,0.595,0.35,0.84,16,4,both,1.111,0.972,Yes,18993,87.05596553,DNA;LINE;LTR;SINE;Simple_repeat,(AC)n;(GAAA)n;(GTTTT)n;(TTTTA)n;A-rich;AciJub-4.328;AilFul-1.13;AilMel-1.18;AilMel-1.74;AilMel-5.25;AilMel-5.28;AilMel-5.756;AilMel-6.352;EUTREP7-int;HyaHya-1.171;L1M3_orf2;L1M3d_5end;L1M5_orf2;L1MC_orf2;LTR37A;LepWed-5.2705;LycPic-1.11;MER92-int;MLT1A;PanTig-6.163;VulLag-1.1,ERV1;ERVL-MaLR;L1;TcMar-Tigger;tRNA,DNA;LINE;LTR;SINE;Simple_repeat,LINE,L1MC_orf2,5240,42,0.870559655,0,,,,,0,
NW_026622797.1,65468818,65474120,65468864.1,65473276.1,4412,7248.67,13,100,239.48,0.0543,500,0.7524500000000001,0.7417,0.7632,43,6,both,0.966,0.956,Yes,1675,38.69253869,DNA;LINE;SINE;Simple_repeat,(CTTTTC)n;(T)n;(TTG)n;AilMel-5.756;L2b_3end;LycPic-1.14;MER127;MER58C;MIRb;X9a_DNA,L2;MIR;TcMar-Tigger;hAT-Charlie;tRNA,DNA;LINE;SINE;Simple_repeat,DNA,MER127,319,13,0.386925387,0,,,,,0,
NW_026622841.1,22505210,22509953,22505670.8,22509373,3702.2,7248.17,13,100,274.68,0.0742,500,0.73105,0.7239,0.7382,40,7,both,0.991,0.955,Yes,2189,59.06637885,LINE;SINE,L2b_3end;L2d2_3end;MIRc;UrsMar-5.1186,L1;L2;MIR,LINE;SINE,LINE,UrsMar-5.1186,1689,4,0.590663788,0,,,,,0,
NC_079873.1,39638660,39639778,39638775.8,39639553.7,777.9,7243.78,13,100,25.27,0.0325,340.1,0.63335,0.72,0.5467,30,4,both,0.904,1.029,Yes,152,15.71871768,LINE,PanTig-3.294,L1,LINE,LINE,PanTig-3.294,152,1,0.157187177,0,,,,,0,
NW_026622874.1,49272173,49273461,49272264.8,49273258.5,993.7,7239.06,13,100,27.6,0.0278,294.3,0.73335,0.7,0.7667,27,5,both,0.948,1.038,Yes,323,32.46231156,SINE,PanOnc-1.39;ZalCal-1.9,tRNA,SINE,SINE,ZalCal-1.9,204,2,0.324623116,0,,,,,0,
NC_079873.1,48066178,48066950,48066269.7,48066721.1,451.4,7237.33,13,100,30.23,0.067,320.6,0.68685,0.68,0.6937,26,5,both,1.148,1.122,Yes,689,99.7105644,LINE;SINE,AilMel-1.74;AilMel-5.756,L1;tRNA,LINE;SINE,LINE,AilMel-1.74,639,2,0.997105644,0,,,,,0,
NC_079873.1,48309740,48310473,48309844,48310276.6,432.6,7236.61,13,100,30.49,0.0705,300.4,0.71185,0.73,0.6937,21,4,both,1.038,0.981,Yes,434,100,LINE,AilMel-1.82,L1,LINE,LINE,AilMel-1.82,434,1,1,0,,,,,0,
NW_026622897.1,30826854,30827620,30826945.4,30827412.7,467.3,7236.5,13,100,23.33,0.0499,298.7,0.5960000000000001,0.6000000000000001,0.592,36,4,both,1.236,0.758,Yes,471,97.71784232,LINE,AilMel-5.28,L1,LINE,LINE,AilMel-5.28,471,1,0.977178423,0,,,,,0,
NW_026622852.1,58742242,58742985,58742339.6,58742788.4,448.8,7234.83,13,100,30.45,0.0678,294.2,0.5843499999999999,0.6,0.5687,32,5,end,1,1.13,No,0,0,None,None,None,None,None,None,0,0,0,110,,,,,0,
NC_079873.1,87501956,87502535,87502047.2,87502335.1,287.9,7232.67,13,100,32.01,0.1112,291.1,0.66915,0.615,0.7233,37,6,both,1.039,1.067,Yes,305,100,DNA,Charlie7,hAT-Charlie,DNA,DNA,Charlie7,305,1,1,0,,,,,0,
NW_026622797.1,46641736,46649055,46641826.9,46648847.7,7020.7,7232.06,13,100,26.71,0.0038,298.3,0.7283675000000001,0.7504350000000001,0.7063,33,6,both,0.763,1,Yes,6767,97.74664163,LINE;SINE,AilMel-1.74;AilMel-5.25;L2,L1;L2;tRNA,LINE;SINE,LINE,AilMel-1.74,5180,4,0.977466416,0,,,,,0,
NW_026622974.1,27410696,27411273,27410787.1,27411045.7,258.7,7231.89,13,100,18.82,0.0728,318.3,0.298,0.496,0.1,20,1,start,1.416,,Yes,126,71.18644068,LINE;LTR,AilMel-5.28;MER21C,ERVL;L1,LINE;LTR,LINE,AilMel-5.28,89,2,0.711864407,0,,,,,0,
NW_026623008.1,28955347,28955936,28955446.3,28955739.2,292.8,7231.33,13,100,29.31,0.1001,296.2,0.48685,0.457,0.5167,31,7,both,0.966,1.087,No,0,0,None,None,None,None,None,None,0,0,0,369,,,,,0,
NW_026622764.1,79039450,79040139,79039512.6,79040068.8,556.2,6967,13,100,40.31,0.0725,132.8,0.6776,0.75,0.6052,36,1,both,1.067,1.13,Yes,522,100,Simple_repeat,G-rich,None,Simple_repeat,Simple_repeat,G-rich,522,1,1,0,,,,,0,
NW_026622808.1,69484696,69485125,69484756.4,69485068.5,312.2,6963.62,13,100,42.97,0.1377,116.8,0.45697,0.42824,0.4857,37,8,both,1.27,0.971,Yes,220,100,Simple_repeat,(GATG)n,None,Simple_repeat,Simple_repeat,(GATG)n,220,1,1,0,,,,,0,
NW_026622941.1,12667092,12667374,12667160.3,12667363.5,203.2,6962.77,13,100,25.56,0.1258,78.8,0.7036,0.8824,0.5248,32,8,both,0.955,1.101,Yes,204,100,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,204,1,1,0,,,,,0,
NW_026622775.1,3542528,3542903,3542678.5,3542883.9,205.5,6960.15,13,100,14.71,0.0716,169.5,0.43520000000000003,0.51704,0.35336,32,4,both,1.438,0.736,Yes,138,100,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,138,1,1,0,,,,,0,
NW_026623030.1,30213804,30214843,30213851.5,30214839.9,988.4,6958.77,13,100,20.73,0.021,50.6,0.5631999999999999,0.5222,0.6042,35,10,both,1,0.967,No,0,0,None,None,None,None,None,None,0,0,0,532,,,,,0,
NW_026622974.1,23140211,23140298,23140211.2,23140290.5,79.3,6957.23,13,100,2.27,0.0286,20,0.73315,0.825,0.6413,40,5,both,1.043,0.938,No,0,0,None,None,None,None,None,None,0,0,0,168,,,,,0,
NW_026622908.1,30481004,30481347,30481029.1,30481325.2,296.1,6953.69,13,100,17.58,0.0594,46.9,0.39805,0.3958,0.4003,31,6,both,0.973,0.82,Yes,285,113.5458167,DNA;SINE,AilMel-5.25;PumCon-3.547,TcMar-Tigger;tRNA,DNA;SINE,SINE,AilMel-5.25,195,3,1.135458167,0,,,,,0,
NC_079873.1,48218052,48224439,48218126.2,48224414.8,6288.6,6952.23,13,100,23.28,0.0037,98.4,0.5324000000000001,0.6681600000000001,0.39664000000000005,55,6,both,1.444,0.788,Yes,6244,99.42675159,LINE;SINE,AilMel-1.74;AilMel-5.25,L1;tRNA,LINE;SINE,LINE,AilMel-1.74,5187,4,0.994267516,0,,,,,0,
NW_026623056.1,2610780,2610972,2610805.8,2610957.3,151.5,6952.08,13,100,23.94,0.158,47.9,0.4979,0.6225,0.3733,30,10,both,1.089,0.855,Yes,148,94.87179487,SINE,AilMel-1.9;UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,111,2,0.948717949,0,,,,,0,
NW_026622797.1,70020338,70023737,70020436.8,70023488.2,3051.4,6896.19,13,100,22.64,0.0074,347.6,0.5875999999999999,0.5767,0.5984999999999999,30,2,both,1,1.205,No,0,0,None,None,None,None,None,None,0,0,0,8051,,,,,0,
NW_026623050.1,11043599,11045355,11043725.4,11045143.8,1418.5,6869.05,13,100,16.33,0.0115,337.5,0.59032,0.42824,0.7524,38,4,both,1.214,1.055,No,0,0,None,None,None,None,None,None,0,0,0,4715,,,,,0,
NW_026622797.1,26553458,26554630,26553576.2,26554415.2,839.1,6863.05,13,100,17.43,0.0208,332.9,0.77355,0.85,0.6971,23,3,both,0.976,1.081,Yes,471,66.80851064,LINE;SINE;tRNA,AilMel-1.12;L1ME3A_3end;L1ME4a_3end;NeoSch-6.2125;tRNA-Lys-AAG,L1;tRNA,LINE;SINE;tRNA,LINE,L1ME3A_3end,149,6,0.668085106,0,,,,,0,
NW_026622986.1,8809960,8810589,8810064.3,8810387.5,323.2,6861.11,13,100,29.54,0.0914,305.8,0.7042,0.8917,0.5167,33,7,both,0.879,1.152,Yes,515,99.6131528,LTR,ERVL67B-int;LTR33A,ERVL,LTR,LTR,ERVL67B-int,284,2,0.996131528,0,,,,,0,
NW_026623053.1,23910013,23910557,23910117.1,23910347.9,230.8,6860.32,13,100,28.38,0.1229,313.2,0.629855,0.40971,0.85,24,5,both,0.75,1.118,Yes,141,61.03896104,SINE;Simple_repeat,(TAAA)n;AilMel-5.756,tRNA,SINE;Simple_repeat,SINE,AilMel-5.756,87,3,0.61038961,0,,,,,0,
NW_026623111.1,72485932,72486740,72486050.6,72486547.9,497.3,6859.16,13,100,29.48,0.0593,310.7,0.60175,0.6813,0.5222,34,7,both,0.927,1.113,No,0,0,None,None,None,None,None,None,0,0,0,451,,,,,0,
NW_026623067.1,85362816,85363563,85362920.5,85363377.5,457,6859.16,13,100,30.57,0.0669,290,0.66245,0.6937,0.6312,32,4,both,1.011,1.023,Yes,147,28.32369942,SINE,AilMel-5.25,tRNA,SINE,SINE,AilMel-5.25,147,1,0.283236994,0,,,,,0,
NW_026622963.1,15985719,15992307,15985822.3,15992107.9,6285.6,6858.79,13,100,25.21,0.004,302.4,0.5689,0.56,0.5778,38,7,both,0.973,0.826,Yes,6206,99.96778351,LINE;SINE,AilMel-1.74;AilMel-5.25,L1;tRNA,LINE;SINE,LINE,AilMel-1.74,5186,3,0.999677835,0,,,,,0,
NW_026623100.1,68935712,68942342,68935815.5,68942143.4,6327.9,6858.53,13,100,25.33,0.004,302.1,0.77315,0.6930000000000001,0.8533,30,4,both,0.691,1.061,Yes,6248,99.968,LINE;SINE,AilMel-5.25;AilMel-5.28;L1M5_orf2,L1;tRNA,LINE;SINE,LINE,AilMel-5.28,5019,4,0.99968,0,,,,,0,
NW_026623050.1,11050500,11052103,11050682.9,11051852.2,1169.3,6858.47,13,100,125.83,0.1076,433.7,0.48776,0.54,0.43552,33,4,both,1,0.62,Yes,1,0.090909091,Simple_repeat,G-rich,None,Simple_repeat,Simple_repeat,G-rich,1,1,0.000909091,0,,,,,0,
NW_026622819.1,8492408,8493133,8492511.2,8492931.6,420.4,6857.53,13,100,26.68,0.0635,304.6,0.6941999999999999,0.59,0.7984,34,4,both,1.093,1.045,Yes,427,80.41431262,LINE,AilMel-5.28,L1,LINE,LINE,AilMel-5.28,427,1,0.804143126,0,,,,,0,
NW_026622985.1,41520368,41527125,41520472.1,41526921.3,6449.2,6857.26,13,100,24.71,0.0038,307.8,0.7100500000000001,0.7481,0.672,47,3,both,1,2.671,Yes,6551,99.4383728,LINE;SINE;Simple_repeat,(A)n;AilMel-5.25;AilMel-5.28;L1ME2_3end,L1;tRNA,LINE;SINE;Simple_repeat,LINE,AilMel-5.28,5185,5,0.994383728,0,,,,,0,
NW_026622763.1,37512251,37514424,37512355.6,37514220.5,1864.9,6856.58,13,100,33.93,0.0182,308.1,0.7642,0.8175,0.7109,47,5,both,1.165,1.034,Yes,471,25.25469169,SINE;Simple_repeat,(CTTT)n;AilMel-5.25;MIRc,MIR;tRNA,SINE;Simple_repeat,SINE,MIRc,202,3,0.252546917,0,,,,,0,
