SCAFFOLD,START,END
NW_024425564.1,7327575,7327783
NW_024423344.1,17018201,17018485
NW_024424675.1,41032815,41033022
NW_024426552.1,26912772,26913008
NW_024425786.1,29287053,29287279
NW_024425786.1,1311500,1311671
NW_024425563.1,39027801,39027995
NW_024427107.1,14010742,14010943
NW_024425452.1,17393035,17393120
NW_024425897.1,8301601,8301703
NW_024426230.1,1692835,1693045
NW_024424897.1,39631173,39631451
NW_024424119.1,43562404,43562617
NW_024424008.1,2475139,2475251
NW_024424008.1,61028472,61028720
NW_024423564.1,65334693,65334759
NW_024425008.1,13693250,13693442
NW_024425119.1,28011542,28011739
NW_024423343.1,63252350,63252561
NW_024426663.1,85535029,85535249
NW_024424675.1,35959444,35959670
NW_024425230.1,1340808,1341038
NW_024423343.1,7183622,7183854
NW_024423786.1,64915417,64915638
NW_024424786.1,2925800,2925881
NW_024426885.1,3422451,3422510
NW_024425008.1,6312312,6312371
NW_024423786.1,42021355,42021558
NW_024426774.1,6493306,6493518
NW_024424453.1,42472452,42472661
NW_024423675.1,57984007,57984247
NW_024425341.1,17570447,17576990
NW_024424452.1,81821367,81821452
NW_024423343.1,15562481,15562719
NW_024424008.1,6020436,6021557
NW_024423786.1,1368912,1369143
NW_024425564.1,29688142,29688282
NW_024423344.1,78061149,78061361
NW_024425230.1,39494564,39494782
NW_024423675.1,19171462,19172325
NW_024424786.1,47373242,47373455
NW_024423343.1,99864605,99864819
NW_024425230.1,39656083,39656319
NW_024424341.1,19790483,19790715
NW_024426996.1,15665295,15665523
NW_024424452.1,39210296,39210519
NW_024425675.1,8031300,8031518
NW_024426774.1,7843090,7843339
NW_024423319.1,5362987,5369174
NW_024425341.1,10033213,10033430
NW_024423319.1,64268235,64268433
NW_024423343.1,20741387,20741603
NW_024426230.1,7908938,7909150
NW_024424341.1,12787910,12788075
NW_024423453.1,25219659,25220834
NW_024426119.1,5454407,5454604
NW_024424453.1,31338582,31338803
NW_024424675.1,22233270,22233481
NW_024426774.1,47463909,47464689
NW_024423897.1,3925566,3925768
NW_024424453.1,30588205,30588416
NW_024423343.1,39407867,39407952
NW_024426996.1,1995043,1995195
NW_024424786.1,38558997,38559049
NW_024425897.1,9787151,9787422
NW_024425563.1,4508177,4508388
NW_024424675.1,1062778,1062936
NW_024425563.1,46552060,46552308
NW_024427107.1,28583753,28583971
NW_024423343.1,17334374,17334597
NW_024426119.1,14478708,14480506
NW_024426774.1,61123823,61124025
NW_024424675.1,45225199,45225397
NW_024425563.1,45104907,45105126
NW_024425119.1,5705561,5705775
NW_024425452.1,7846707,7846940
NW_024423564.1,42669233,42669437
NW_024423897.1,20055914,20056118
NW_024426885.1,65605952,65606151
NW_024425897.1,15049885,15050094
NW_024424675.1,13689365,13689519
NW_024424230.1,36282764,36282979
NW_024426663.1,46270480,46270571
NW_024424897.1,3040359,3040507
NW_024423344.1,50578809,50579020
NW_024424452.1,47757240,47757448
NW_024423343.1,21127287,21127498
NW_024424452.1,90605248,90605507
NW_024426996.1,56454621,56454745
NW_024426663.1,80258253,80258344
NW_024425230.1,6460746,6460954
NW_024424897.1,8769648,8769857
NW_024425897.1,26098669,26098864
NW_024424452.1,9101196,9101469
NW_024426008.1,6201912,6202068
NW_024424675.1,48052989,48053195
NW_024423343.1,49445639,49445854
NW_024426663.1,54871628,54871837
NW_024426996.1,77796753,77796967
NW_024425675.1,19347619,19347716
NW_024424786.1,35266598,35266647
NW_024423786.1,53565899,53566152
NW_024425897.1,26199013,26199133
NW_024426885.1,36491090,36491280
NW_024424119.1,15744635,15744839
NW_024424564.1,56167054,56167254
NW_024424008.1,34054618,34054812
NW_024426552.1,56584354,56584793
NW_024425341.1,8195870,8196080
NW_024423319.1,39815667,39815873
NW_024427107.1,75332398,75332617
NW_024424341.1,37463348,37463573
NW_024423564.1,62775656,62775872
NW_024425897.1,26656718,26656952
NW_024425786.1,22819135,22819198
NW_024426341.1,797294,801217
NW_024423564.1,4457035,4459531
NW_024423344.1,14905157,14905356
NW_024425563.1,45947009,45947213
NW_024424675.1,21580888,21581085
NW_024425786.1,12700885,12701091
NW_024423343.1,1633667,1633877
NW_024425341.1,12976782,12976990
NW_024423343.1,6238967,6239184
NW_024427107.1,10475482,10475699
NW_024424786.1,43751551,43751699
NW_024424786.1,47265201,47265249
NW_024426663.1,80057408,80057621
NW_024426774.1,68857704,68857919
NW_024424897.1,8272556,8272835
NW_024424453.1,56008278,56008498
NW_024423564.1,44293310,44293533
NW_024424230.1,1764545,1764743
NW_024425897.1,3318334,3318376
NW_024425563.1,55577299,55577504
NW_024424230.1,2350941,2351158
NW_024424008.1,2919461,2919679
NW_024425563.1,68619654,68619856
NW_024423343.1,15050858,15051063
NW_024423344.1,6752622,6752832
NW_024424452.1,85109219,85109429
NW_024424675.1,44541193,44541401
NW_024425563.1,91973889,91974104
NW_024426663.1,58892165,58892386
NW_024424675.1,34264619,34264846
NW_024424786.1,33374996,33375049
NW_024423564.1,55615157,55615371
NW_024424675.1,13833847,13834084
NW_024425786.1,23262780,23262972
NW_024423786.1,8041306,8041515
NW_024425341.1,38851484,38851768
NW_024425230.1,5584903,5585113
NW_024423343.1,96080356,96080563
NW_024424564.1,37028907,37029108
NW_024423319.1,111857510,111857716
NW_024423453.1,17541853,17542064
NW_024423564.1,11944391,11944625
NW_024424341.1,9644469,9644732
NW_024424675.1,3382048,3382101
NW_024426341.1,1069904,1069969
NW_024427107.1,77224463,77224715
NW_024423564.1,4802818,4803025
NW_024424452.1,57287943,57288148
NW_024425786.1,22837380,22837521
NW_024426119.1,12459058,12459241
NW_024426119.1,19458756,19458967
NW_024423675.1,69196102,69196312
NW_024424897.1,9109038,9109254
NW_024423564.1,55923510,55923772
NW_024426663.1,48268421,48269791
NW_024423786.1,3452675,3452871
NW_024425675.1,28365290,28365488
NW_024424341.1,46064782,46065005
NW_024424897.1,43134918,43135136
NW_024426008.1,2699138,2699374
NW_024423564.1,70973753,70973963
NW_024426552.1,84020511,84020707
NW_024424341.1,23524953,23525162
NW_024424452.1,103768604,103768823
NW_024424452.1,98927777,98927982
NW_024423786.1,55291283,55291494
NW_024426996.1,72719366,72719600
NW_024424452.1,8611045,8611256
NW_024424675.1,22922608,22922818
NW_024425563.1,19932181,19932394
NW_024423343.1,75052104,75052437
NW_024426774.1,73992378,73992587
NW_024423786.1,19650812,19651015
NW_024424897.1,32725,32812
NW_024424786.1,42040151,42040351
NW_024425563.1,39391301,39391513
NW_024425675.1,7471395,7471562
NW_024425897.1,6864316,6864516
NW_024424230.1,52875194,52875410
NW_024425119.1,20444922,20445122
NW_024426885.1,31753524,31753753
NW_024424341.1,39156043,39156325
NW_024424786.1,46617484,46617701
NW_024423897.1,27719494,27719561
NW_024426996.1,70779304,70779401
NW_024425563.1,640738,640950
NW_024425897.1,29312612,29312824
NW_024426552.1,84820884,84821172
NW_024425564.1,34047401,34047618
NW_024425897.1,15188665,15189322
NW_024423344.1,73891779,73891984
NW_024423343.1,91649752,91649996
NW_024426885.1,11426540,11426752
NW_024425452.1,1233235,1233451
NW_024423564.1,37699877,37700087
NW_024424564.1,50210548,50210789
NW_024425563.1,85596337,85596562
NW_024426552.1,15026204,15026421
NW_024424008.1,37297401,37297454
NW_024426996.1,76213466,76213675
NW_024424452.1,87681778,87681920
NW_024426663.1,59391578,59391779
NW_024426774.1,1088547,1088735
NW_024426008.1,1299604,1299823
NW_024423343.1,100700456,100700684
NW_024424119.1,36855695,36855895
NW_024427107.1,71501121,71501329
NW_024425452.1,27761410,27761602
NW_024423786.1,35387236,35387488
NW_024424230.1,4406767,4407772
NW_024423786.1,64685526,64685729
NW_024424341.1,4692773,4693170
NW_024424786.1,36768936,36769157
NW_024423343.1,14122422,14122627
NW_024423897.1,36522518,36522742
NW_024423453.1,44075907,44076112
NW_024425008.1,19485379,19485577
NW_024425897.1,5171017,5171239
NW_024426885.1,12509753,12510405
NW_024425230.1,39661033,39661350
NW_024423897.1,23289561,23289763
NW_024425563.1,84314506,84314726
NW_024425563.1,44160294,44160435
NW_024426885.1,44744870,44745076
NW_024424008.1,17288726,17288941
NW_024424786.1,3306638,3306771
NW_024424786.1,22942469,22942535
NW_024423675.1,40191884,40192095
NW_024424675.1,16087439,16087658
NW_024424452.1,30609742,30609948
NW_024425897.1,27066868,27067101
NW_024425786.1,16202273,16202330
NW_024426885.1,53968906,53969107
NW_024424452.1,79286093,79286289
NW_024424897.1,27137366,27137581
NW_024424452.1,43904425,43904578
NW_024426663.1,9598403,9598599
NW_024424452.1,21121066,21121285
NW_024424341.1,52323692,52323918
NW_024426885.1,13833530,13837020
NW_024424341.1,17094311,17094525
NW_024425341.1,12796544,12796687
NW_024424453.1,14650830,14651238
NW_024423343.1,60475971,60476986
NW_024427107.1,33036386,33037392
NW_024423897.1,38108377,38110206
NW_024423343.1,88410017,88416163
NW_024424897.1,19136542,19136864
NW_024423319.1,88781525,88781907
NW_024426552.1,37353336,37359461
NW_024426774.1,56876791,56879667
NW_024426008.1,2225356,2231672
NW_024424564.1,36877642,36878146
NW_024425563.1,98905258,98905656
NW_024424675.1,33224199,33224651
NW_024423564.1,43625381,43626688
NW_024423786.1,65462616,65468845
NW_024426663.1,38095104,38095814
NW_024424452.1,15369056,15373561
NW_024426119.1,26067241,26067728
NW_024424675.1,22252829,22253380
NW_024425564.1,8055423,8056145
NW_024423343.1,56836936,56837225
NW_024426885.1,12264457,12270540
NW_024424119.1,24549362,24550093
NW_024425119.1,44868765,44869299
NW_024427107.1,37387496,37387990
NW_024426996.1,17032371,17032966
NW_024425119.1,24945932,24946313
NW_024426119.1,18832735,18833701
NW_024424452.1,98702066,98702304
NW_024426341.1,887965,889821
NW_024424230.1,24027576,24030080
NW_024426663.1,68878307,68879593
NW_024426885.1,50445722,50446495
NW_024423786.1,39973641,39974247
NW_024425452.1,29042090,29042807
NW_024423786.1,53049150,53049496
NW_024424564.1,49324338,49324706
NW_024423675.1,16433485,16433754
NW_024425563.1,60819193,60825398
NW_024423564.1,57893942,57894287
NW_024425564.1,12574796,12575021
NW_024425563.1,13267024,13267224
NW_024426663.1,28811614,28832877
NW_024426552.1,47505963,47512188
NW_024427107.1,40279281,40280045
NW_024423343.1,46147141,46147761
NW_024425119.1,18740026,18746329
NW_024426552.1,79563305,79563689
NW_024426996.1,71549725,71555935
NW_024426885.1,36303445,36309660
NW_024425563.1,9825249,9825617
NW_024425119.1,38062918,38063273
NW_024423344.1,9457934,9459680
NW_024426774.1,71007012,71007370
NW_024424675.1,1090357,1096787
NW_024423675.1,37631837,37638044
NW_024423319.1,86009779,86010136
NW_024424119.1,14702045,14702261
NW_024427107.1,4109081,4109511
NW_024423897.1,52143571,52149725
NW_024423319.1,47729623,47732810
NW_024423897.1,35461292,35461971
NW_024424119.1,29581474,29582022
NW_024423319.1,87489977,87490674
NW_024424786.1,10087944,10088307
NW_024423319.1,55467198,55467656
NW_024425786.1,9619118,9619828
NW_024426663.1,14109766,14110064
NW_024426996.1,71203276,71206028
NW_024426996.1,35105871,35106751
NW_024425564.1,4258734,4258971
NW_024423453.1,31307567,31308225
NW_024426774.1,14914586,14914810
NW_024424452.1,5942153,5942375
NW_024426663.1,27407404,27407616
NW_024423453.1,27409735,27410069
NW_024425563.1,48073989,48074650
NW_024425230.1,27065771,27066293
NW_024427107.1,32963007,32963312
NW_024424452.1,21995262,21995635
NW_024424675.1,21573110,21573364
NW_024426663.1,19894496,19900705
NW_024423786.1,51460738,51461245
NW_024423675.1,35314150,35314697
NW_024425563.1,64568596,64568959
NW_024426774.1,78586395,78592552
NW_024424564.1,8473934,8474137
NW_024426885.1,28311302,28311832
NW_024426008.1,18130972,18131296
NW_024424453.1,11969768,11973163
NW_024423319.1,106336777,106337029
NW_024423453.1,50698847,50699354
NW_024426230.1,7935088,7936489
NW_024424008.1,22568390,22568661
NW_024423786.1,42765559,42766365
NW_024423786.1,37518955,37521068
NW_024425119.1,39771815,39772749
NW_024426230.1,4375993,4376297
NW_024425563.1,29466306,29467712
NW_024424452.1,70253479,70253695
NW_024423319.1,30350611,30351056
NW_024424452.1,63554405,63554817
NW_024423564.1,10454331,10454935
NW_024423564.1,27233284,27245660
NW_024425119.1,9690548,9696895
NW_024426885.1,69949294,69950737
NW_024425563.1,72670673,72670918
NW_024424675.1,5852990,5853766
NW_024425452.1,2136553,2137212
NW_024425452.1,4199254,4200725
NW_024425563.1,77842120,77842645
NW_024424453.1,45097008,45097458
NW_024425563.1,11632161,11632392
NW_024425119.1,28731428,28732284
NW_024426119.1,17860405,17860602
NW_024424230.1,15568499,15569572
NW_024424564.1,9783190,9784069
NW_024423897.1,26561093,26561514
NW_024426008.1,6626299,6632654
NW_024423343.1,94050689,94056804
NW_024426663.1,61984981,61986458
NW_024424008.1,5244606,5245560
NW_024426996.1,7473224,7474338
NW_024426663.1,33276751,33277014
NW_024424897.1,20591760,20591969
NW_024426008.1,22715282,22715700
NW_024424230.1,24301351,24301688
NW_024425563.1,50649198,50649696
NW_024424341.1,55015011,55021162
NW_024426774.1,68781950,68782161
NW_024423344.1,54948756,54948982
NW_024425563.1,89025307,89025934
NW_024424341.1,51773952,51774585
NW_024424897.1,23212739,23212970
NW_024424564.1,33503846,33510222
NW_024423786.1,41939405,41945638
NW_024424564.1,52440696,52441015
NW_024424341.1,12989690,12989885
NW_024423675.1,173443,181504
NW_024424897.1,20435150,20435409
NW_024426996.1,26295789,26295986
NW_024425119.1,36420251,36420461
NW_024426996.1,24468404,24468624
NW_024425008.1,31096666,31096900
NW_024423319.1,34314880,34315069
NW_024423453.1,33631184,33631426
NW_024423343.1,20189883,20190096
NW_024425230.1,39666960,39667566
NW_024423897.1,54471796,54472038
NW_024423319.1,33623755,33624699
NW_024423343.1,100617509,100617725
NW_024424452.1,61661830,61662043
NW_024425563.1,47567736,47567856
NW_024424675.1,10961331,10961566
NW_024423675.1,13441271,13441483
NW_024426119.1,10136097,10136386
NW_024423343.1,107126104,107126349
NW_024426885.1,81477922,81479737
NW_024423319.1,99018985,99019432
NW_024423675.1,21653419,21653636
NW_024423343.1,12085720,12085906
NW_024423343.1,79123348,79123904
NW_024423786.1,50921528,50921713
NW_024424341.1,53449329,53449541
NW_024424230.1,6322625,6322846
NW_024426663.1,5537750,5537956
NW_024424453.1,10352438,10352651
NW_024425341.1,14435554,14435764
NW_024425564.1,30696647,30696858
NW_024424675.1,15531644,15531848
NW_024426996.1,45771414,45771633
NW_024424897.1,7053085,7053332
NW_024424564.1,15222314,15222535
NW_024423786.1,70006526,70010567
NW_024423344.1,16740951,16741155
NW_024423319.1,109421008,109421225
NW_024424341.1,55528672,55528894
NW_024424008.1,33623185,33623399
NW_024425563.1,53130754,53131967
NW_024426552.1,71577069,71577285
NW_024424675.1,44502881,44503109
NW_024424230.1,45219080,45219126
NW_024423344.1,30536179,30536302
NW_024423786.1,24010808,24013008
NW_024424230.1,22440445,22441063
NW_024424564.1,18796493,18796701
NW_024424341.1,33580062,33580269
NW_024426774.1,29787798,29788005
NW_024425786.1,19409116,19409319
NW_024424564.1,4634114,4634353
NW_024423675.1,61108647,61108850
NW_024424341.1,7729083,7729297
NW_024425119.1,14743162,14743379
NW_024425452.1,24135696,24135917
NW_024426663.1,15942864,15943103
NW_024426230.1,8085642,8085861
NW_024426552.1,23613101,23613327
NW_024427107.1,14465734,14466008
NW_024424675.1,7418885,7419102
NW_024423564.1,58369680,58369905
NW_024423319.1,68250733,68250978
NW_024423319.1,85639105,85639330
NW_024423319.1,31570678,31570895
NW_024423786.1,39093173,39093377
NW_024426774.1,7485796,7486016
NW_024423675.1,15872838,15873052
NW_024424675.1,5892577,5893660
NW_024425452.1,9547532,9547747
NW_024426552.1,50024936,50031131
NW_024425119.1,41392932,41393146
NW_024425563.1,6657457,6657677
NW_024425563.1,86219522,86219728
NW_024426663.1,63775526,63775718
NW_024423453.1,51692515,51692771
NW_024423319.1,87226780,87227001
NW_024423564.1,52485141,52485346
NW_024426996.1,15265387,15265587
NW_024425675.1,4348984,4349395
NW_024424897.1,5436398,5436611
NW_024426774.1,73838213,73838423
NW_024423319.1,85823427,85823625
NW_024423564.1,14088908,14089131
NW_024426663.1,34558304,34564711
NW_024426230.1,4337368,4337564
NW_024426774.1,65077217,65077428
NW_024423786.1,24248303,24248526
NW_024425564.1,11261115,11261326
NW_024423786.1,56356914,56357145
NW_024425563.1,75824779,75825819
NW_024424452.1,50542967,50543208
NW_024426552.1,48196711,48196913
NW_024424786.1,36609087,36609328
NW_024423786.1,55406810,55407027
NW_024425119.1,3099466,3099670
NW_024424897.1,36957114,36957337
NW_024424119.1,6697188,6697394
NW_024427107.1,13422562,13422798
NW_024426552.1,38479815,38480018
NW_024423344.1,36277809,36278005
NW_024423564.1,7931671,7931886
NW_024424897.1,12269518,12269654
NW_024425564.1,11893574,11893633
NW_024424786.1,7075566,7075775
NW_024424119.1,14201529,14201743
NW_024424675.1,39084543,39084760
NW_024424897.1,39359201,39359423
NW_024426552.1,31610965,31611088
NW_024425008.1,15226875,15227003
NW_024423343.1,26829045,26829096
NW_024426774.1,32377572,32377783
NW_024425564.1,9821174,9821387
NW_024425452.1,31507481,31513734
NW_024426996.1,55354569,55354774
NW_024425119.1,15548537,15548733
NW_024426996.1,67006104,67006315
NW_024426885.1,71459351,71459578
NW_024423319.1,97872937,97873105
NW_024424452.1,96566218,96566276
NW_024425563.1,9487657,9487867
NW_024425675.1,16093797,16097296
NW_024425341.1,6489882,6490538
NW_024424564.1,42490999,42491130
NW_024427107.1,32944546,32944763
NW_024423319.1,87343389,87343602
NW_024424453.1,54713593,54714185
NW_024425563.1,20201518,20201725
NW_024426885.1,50579271,50579483
NW_024425008.1,32886520,32892770
NW_024427107.1,10436353,10436536
NW_024427107.1,17386101,17386323
NW_024424008.1,37619768,37619982
NW_024423344.1,39701578,39701780
NW_024424453.1,12038253,12038473
NW_024426774.1,81336856,81337084
NW_024426996.1,2908650,2908857
NW_024426774.1,45579864,45580093
NW_024426885.1,44485726,44485929
NW_024423319.1,93058075,93058274
NW_024424452.1,83385734,83385970
NW_024424675.1,38247150,38247545
NW_024426663.1,24873339,24873534
NW_024423897.1,48030342,48030562
NW_024424564.1,45585666,45585890
NW_024425675.1,11954103,11954305
NW_024426996.1,45537003,45537225
NW_024423319.1,49963313,49963509
NW_024423319.1,8578716,8579262
NW_024423786.1,28380122,28380332
NW_024425341.1,30389083,30389322
NW_024425897.1,26633659,26633910
NW_024423675.1,11667758,11667862
NW_024426996.1,20947130,20947337
NW_024425119.1,37322742,37322957
NW_024423453.1,27742249,27742530
NW_024423319.1,59832566,59832800
NW_024426774.1,21097132,21097362
NW_024424897.1,13916819,13917017
NW_024423564.1,58887603,58887792
NW_024425230.1,28187345,28187582
NW_024423319.1,87641024,87641221
NW_024423343.1,81667662,81667863
NW_024425564.1,427434,427479
NW_024425563.1,17977477,17977714
NW_024423675.1,57841863,57842076
NW_024424897.1,20064872,20065007
NW_024427107.1,37684902,37685122
NW_024425119.1,41625949,41626148
NW_024425563.1,27367809,27367976
NW_024423343.1,38401396,38401640
NW_024426885.1,45847374,45847611
NW_024424452.1,90275605,90275844
NW_024425008.1,25932949,25933151
NW_024424453.1,6734741,6734940
NW_024425119.1,86360,86556
NW_024424119.1,34443889,34444115
NW_024426341.1,1039130,1041343
NW_024423344.1,15186278,15186479
NW_024424452.1,2510540,2510756
NW_024424341.1,5098423,5098635
NW_024423319.1,84907863,84908081
NW_024426663.1,18430303,18430511
NW_024425008.1,17404004,17404246
NW_024423786.1,626941,627141
NW_024426552.1,64680956,64683875
NW_024425119.1,32253194,32253391
NW_024426996.1,20541052,20541244
NW_024423319.1,7281680,7281951
NW_024426230.1,6395902,6396122
NW_024426774.1,6306524,6306747
NW_024425675.1,20825475,20825679
NW_024426552.1,20579151,20579356
NW_024426663.1,76521065,76521154
NW_024425119.1,4646674,4646874
NW_024423344.1,59521605,59521801
NW_024424452.1,79785808,79786022
NW_024423786.1,48269085,48269336
NW_024426885.1,67686974,67687964
NW_024426119.1,5389593,5389778
NW_024424341.1,44518650,44518852
NW_024423453.1,1192461,1192621
NW_024424564.1,6311880,6312084
NW_024424453.1,41905310,41905438
NW_024423319.1,104133053,104133258
NW_024424452.1,17752972,17753163
NW_024425563.1,23173935,23174164
NW_024424675.1,38290707,38290947
NW_024425452.1,27578668,27578889
NW_024423343.1,47221187,47221380
NW_024426663.1,75610407,75610654
NW_024424341.1,43265880,43266660
NW_024426885.1,38890553,38890766
NW_024426119.1,6375344,6375549
NW_024424675.1,36782244,36782476
NW_024423675.1,3755653,3755887
NW_024424230.1,20090582,20090798
NW_024424897.1,24488382,24488602
NW_024423453.1,53779629,53779680
NW_024424452.1,93362845,93363101
NW_024425564.1,15884059,15884252
NW_024423564.1,52516312,52516551
NW_024423453.1,51298691,51298903
NW_024425008.1,41183001,41183210
NW_024423564.1,52481724,52481927
NW_024425563.1,22089424,22089631
NW_024425563.1,53938570,53938741
NW_024423343.1,59749205,59749326
NW_024425786.1,25465829,25466021
NW_024424897.1,7400504,7400708
NW_024423786.1,6560918,6561121
NW_024426663.1,88265092,88265317
NW_024425563.1,83198609,83198817
NW_024425563.1,5858500,5858785
NW_024424897.1,45165241,45165459
NW_024423343.1,98797856,98798083
NW_024426552.1,93788192,93791048
NW_024424008.1,108994,109292
NW_024423319.1,83721987,83722539
NW_024425341.1,38299163,38299391
NW_024424564.1,32831229,32831374
NW_024425452.1,30396225,30396417
NW_024426774.1,27788139,27788359
NW_024424452.1,207245,207335
NW_024423319.1,116874576,116876217
NW_024424786.1,19049991,19050218
NW_024423453.1,62034513,62040732
NW_024423564.1,34621868,34621909
NW_024424008.1,3295345,3295539
NW_024423344.1,9008555,9008767
NW_024426996.1,5014408,5014496
NW_024423319.1,18979749,18979804
NW_024426119.1,10653852,10654783
NW_024426663.1,53192502,53192716
NW_024425563.1,27106838,27107127
NW_024424675.1,13530051,13530108
NW_024424230.1,46003890,46004153
NW_024424452.1,54761534,54761725
NW_024424564.1,28885091,28885309
NW_024425897.1,18696352,18696585
NW_024426774.1,60879304,60879509
NW_024426663.1,60703557,60703786
NW_024426119.1,11752457,11752508
NW_024425786.1,10648857,10649081
NW_024425452.1,8776638,8776825
NW_024424230.1,21639295,21639447
NW_024424452.1,17845000,17845914
NW_024424786.1,34786416,34786633
NW_024426774.1,61118836,61119052
NW_024423786.1,9541715,9541956
NW_024424786.1,7628711,7628783
NW_024423319.1,70579661,70579890
NW_024424453.1,40616803,40617033
NW_024423675.1,20875685,20875882
NW_024425008.1,34858125,34858326
NW_024423319.1,97661757,97661980
NW_024423319.1,17000818,17001058
NW_024423344.1,69589744,69589947
NW_024423786.1,43897752,43897961
NW_024424897.1,9663465,9663672
NW_024423344.1,64759266,64759457
NW_024426996.1,15427469,15427582
NW_024425119.1,42196690,42196894
NW_024426996.1,28812209,28812409
NW_024424341.1,2691170,2691231
NW_024424230.1,22699291,22701990
NW_024425230.1,13731041,13731277
NW_024423786.1,6557875,6558633
NW_024424341.1,5644747,5644970
NW_024424452.1,21594435,21594655
NW_024425563.1,84690454,84690677
NW_024423786.1,56131581,56131839
NW_024426996.1,18007895,18008105
NW_024423344.1,39643957,39644165
NW_024423675.1,15409915,15409962
NW_024424119.1,19955273,19955439
NW_024425563.1,63388785,63388993
NW_024424230.1,15428161,15428360
NW_024425341.1,5018097,5018376
NW_024423344.1,11723338,11723639
NW_024424119.1,15238865,15239103
NW_024426774.1,19069408,19069517
NW_024426996.1,55375211,55375923
NW_024426774.1,63342370,63343648
NW_024423319.1,84539156,84539510
NW_024423786.1,9141133,9143237
NW_024426885.1,65607155,65608307
NW_024426119.1,5641823,5642199
NW_024426552.1,64712912,64717751
NW_024426774.1,28331106,28332302
NW_024423564.1,39600296,39606515
NW_024423897.1,13637805,13640265
NW_024426119.1,18802705,18803438
NW_024426885.1,33929001,33929436
NW_024424119.1,32950137,32953808
NW_024426663.1,63182017,63183134
NW_024423344.1,8684553,8685064
NW_024425563.1,81672819,81673148
NW_024423675.1,22983702,22985018
NW_024423564.1,67533266,67533716
NW_024425341.1,15288182,15288990
NW_024425230.1,7201363,7201557
NW_024426552.1,68777401,68779026
NW_024427107.1,21799330,21799988
NW_024425564.1,14781896,14782253
NW_024424119.1,12451376,12451624
NW_024423675.1,19138822,19139741
NW_024426996.1,38629820,38635986
NW_024424786.1,18059738,18060400
NW_024426885.1,36486308,36486528
NW_024424786.1,8449111,8450344
NW_024426008.1,29074600,29075247
NW_024425119.1,5719082,5720353
NW_024423343.1,30491459,30491773
NW_024426996.1,7877152,7877875
NW_024424675.1,39508560,39510227
NW_024425119.1,34568391,34568602
NW_024426885.1,30237380,30243399
NW_024425452.1,34353663,34354103
NW_024424564.1,17412925,17413277
NW_024424786.1,24435739,24435943
NW_024426663.1,35490630,35491016
NW_024423897.1,19220756,19222483
NW_024426996.1,72884521,72884993
NW_024423343.1,32274098,32274560
NW_024423897.1,23831612,23831959
NW_024426552.1,40546059,40546915
NW_024425008.1,27312260,27312584
NW_024425341.1,17214849,17215426
NW_024425564.1,12969855,12970395
NW_024427107.1,67975066,67976616
NW_024424230.1,40835990,40836352
NW_024426996.1,21257473,21263904
NW_024423564.1,66921478,66927692
NW_024426552.1,90547654,90548208
NW_024423675.1,13058046,13058440
NW_024423564.1,59184972,59191169
NW_024424453.1,9671735,9673809
NW_024425563.1,42831926,42832605
NW_024424452.1,22728913,22729180
NW_024424453.1,17761525,17761806
NW_024424786.1,41149544,41155816
NW_024423564.1,71722823,71723320
NW_024426996.1,52775272,52775649
NW_024423453.1,19021950,19022244
NW_024424675.1,1765737,1766049
NW_024424564.1,37060444,37060653
NW_024423786.1,5404932,5405251
NW_024425452.1,29769983,29770659
NW_024423344.1,39150252,39150563
NW_024425452.1,19727569,19729339
NW_024426774.1,12177084,12177440
NW_024425230.1,37831987,37832246
NW_024425230.1,22235836,22253028
NW_024424452.1,38380333,38380769
NW_024425563.1,38896181,38898946
NW_024424453.1,6487460,6488419
NW_024424452.1,23905280,23905942
NW_024426663.1,83935905,83938012
NW_024424008.1,8098419,8100422
NW_024424008.1,23975957,23976316
NW_024424119.1,22388520,22389888
NW_024423786.1,23500838,23501556
NW_024426230.1,17575371,17575972
NW_024423675.1,20878186,20884577
NW_024426663.1,34797773,34797981
NW_024425563.1,65052553,65055557
NW_024423344.1,38781663,38781953
NW_024424452.1,33135112,33135320
NW_024424564.1,10416011,10416422
NW_024423343.1,39526709,39526926
NW_024423564.1,34951848,34952163
NW_024426996.1,14845176,14845543
NW_024423897.1,62237674,62237967
NW_024426663.1,64403790,64410009
NW_024425897.1,22073213,22074219
NW_024425675.1,4696803,4697074
NW_024423343.1,71695350,71696176
NW_024424675.1,45682079,45682641
NW_024423453.1,41157818,41158416
NW_024426663.1,13524658,13525204
NW_024427107.1,61009224,61009683
NW_024426885.1,2584779,2586493
NW_024426663.1,2412289,2412785
NW_024424452.1,64725766,64731960
NW_024424008.1,43393448,43394801
NW_024425230.1,3004565,3036818
NW_024423343.1,83432944,83433221
NW_024423453.1,18889002,18889465
NW_024424119.1,16280366,16280665
NW_024423564.1,47666627,47673112
NW_024424452.1,33865178,33865671
NW_024427107.1,6303204,6304650
NW_024424452.1,48601977,48602662
NW_024426885.1,75364064,75364397
NW_024424452.1,56053787,56054046
NW_024426885.1,37976070,37982238
NW_024425452.1,135046,135682
NW_024427107.1,5346068,5346505
NW_024423453.1,31186652,31189218
NW_024426230.1,2316807,2317493
NW_024423675.1,25993464,25994453
NW_024427107.1,56060874,56062317
NW_024425563.1,57772708,57773244
NW_024426774.1,47978037,47984267
NW_024424897.1,34951321,34951765
NW_024426552.1,80318981,80325193
NW_024423319.1,97925562,97930818
NW_024427107.1,73774429,73774684
